CH2	triplet[CH2]
CH2(S)	singlet[CH2]
C2H2	C#C

h	[H]
h2	[H][H]
o	[O]
o2	[O][O]
oh	[OH]
oh*	excited[OH]
h2o	O
n2	N#N
ho2	[O]O
h2o2	OO
ar	[Ar]
co	[C-]#[O+]
co2	O=C=O
ch3oh	CO
ch4	C
ch3	[CH3]
c	[C]
ch	[CH]
c2h6	CC
c2h5	[CH2]C
c2h4	C=C
he	[He]
c3h8	CCC
nc3h7	[CH2]CC
ic3h7	C[CH]C
ch2oh	[CH2]O
ch2(s)	[CH2]
c3h6	C=CC
ch2o	C=O
hco	[CH]=O
ch3o	C[O]
c3h5-a	[CH2]C=C
c3h5-t	C=[C]C
c3h5-s	[CH]=CC
c3h4-a	C=C=C
c3h4-p	C#CC
c2h3	[CH]=C
c3h3	C#C[CH2]
c2h2	C#C
ch2	[CH2]
c2h	[C]#C
ch2co	C=C=O
nc3h7o2	CCCO[O]
ch3co	C[C]=O
hcco	[CH]=C=O
ch2cho	[CH2]C=O
ac3h5co	C=CC[C]=O
nc3h7o2h	CCCOO
ch3cho	CC=O
c3h6ooh1-2	C[CH]COO
c4h8cho-2	C[CH]CCC=O
c2h5o	CC[O]
ac3h5cho	C=CCC=O
c2h5oh	CCO
ch3o2	CO[O]
c6h12-1	C=CCCCC
sc3h5co	CC=C[C]=O
c5h9o1-4	C=CCC(C)[O]
ch3o2h	COO
sc2h4oh	C[CH]O
pc2h4oh	[CH2]CO
c2h3chcho	[CH2]C=CC=O
c4h8cho-3	CC[CH]CC=O
c6h111-5	C=CCC[CH]C
c6h111-3	[CH2]C=CCCC
c6h111-6	[CH2]CCCC=C
c6h111-4	C=CC[CH]CC
sc3h5cho	CC=CC=O
c6h12ooh2-1	[CH2]C(CCCC)OO
c6h12ooh1-2	CCCC[CH]COO
c6h101-5	C=CCCC=C
c6h101-4	C=CCC=CC
nc4h9cho	CCCCC=O
c4h8-1	C=CCC
c6h111o2h-5	C=CCCC(C)OO
c6h11o1-4	C=CCC([O])CC
c6h13-2	C[CH]CCCC
c5h10cho-4	CCC[CH]CC=O
c6h12-2	CC=CCCC
c6h101-3	C=CC=CCC
c2h4o1-2	C1CO1
c6h111o2h-6	C=CCCCCOO
nc3h7co	CCC[C]=O
c6h13o2-2	CCCCC(C)O[O]
c6h13o2-1	CCCCCCO[O]
c5h9o2-4	CC=CC(C)[O]
c3h6cho-2	C[CH]CC=O
c6h111o2-6	C=CCCCCO[O]
c6h111o2h-4	C=CCC(CC)OO
c6h111o2-5	C=CCCC(C)O[O]
c6h101ooh6-5	C=CCC[CH]COO
c6h101ooh5-6	[CH2]C(CCC=C)OO
c6h11o2-4	CC=CC([O])CC
c7h13o2-4	CC=CC([O])CCC
c6h101ooh5-4	C=CC[CH]C(C)OO
c6h102ooh6-5	CC=CC[CH]COO
nc4h9co	CCCC[C]=O
c4h71-3	C=C[CH]C
c4h71-4	[CH2]CC=C
c6h101ooh4-5	C=CCC([CH]C)OO
c6h112o2-6	CC=CCCCO[O]
c6h102ooh5-6	[CH2]C(CC=CC)OO
c5h10cho-3	CC[CH]CCC=O
c4h71-2	C=[C]CC
c4h71-1	[CH]=CCC
sc4h9o2	CCC(C)O[O]
pc4h9	[CH2]CCC
c7h15-3	CC[CH]CCCC
sc4h9	C[CH]CC
c6h112-5	C[CH]CC=CC
nc6h14	CCCCCC
pc4h9o2	CCCCO[O]
c6h12o1-2	CCCCC1CO1
c8h15	C=CC[CH]CCCC
nc5h11cho	CCCCCC=O
c5h10-1	C=CCCC
ch3oco	CO[C]=O
c4h8ooh2-1	[CH2]C(CC)OO
c4h8ooh1-2	CC[CH]COO
c6h112-4	CC=C[CH]CC
c6h112-6	[CH2]CCC=CC
c6h12ooh2-3	CCC[CH]C(C)OO
c6h12ooh3-2	C[CH]C(CCC)OO
c4h7o1-4	C=CCC[O]
c7h131-5	C=CCC[CH]CC
c3h6cho-1	[CH2]CCC=O
c3h2	[CH]=C=[CH]
ic3h7o2	CC(C)O[O]
ch2ocho	[CH2]OC=O
c2h4o2h	[CH2]COO
nc3h7o	CCC[O]
c5h91-5	[CH2]CCC=C
c2h5o2	CCO[O]
c6h103ooh2-1	[CH2]C(C=CCC)OO
c6h103ooh1-2	CCC=C[CH]COO
c6h111o2-3	C=CC(CCC)O[O]
c6h111o2-4	C=CCC(CC)O[O]
c6h113o2-1	CCC=CCCO[O]
c6h113o2-2	CCC=CC(C)O[O]
c2h3o1-2	[CH]1CO1
c6h101ooh3-4	C=CC([CH]CC)OO
c6h101ooh4-3	C=C[CH]C(CC)OO
c2h5cho	CCC=O
c3h6o1-2	CC1CO1
nc3h7cho	CCCC=O
c6h13-3	CC[CH]CCC
c2h5co	CC[C]=O
ch3ocho	COC=O
c2h3co	C=C[C]=O
ic3h5co	C=C(C)[C]=O
ic4h7o	C=C(C)C[O]
ch3och2o	COC[O]
c3h6coch3-2	C[CH]CC(C)=O
c2h3cho	C=CC=O
c5h11-2	C[CH]CCC
c5h91-4	C=CC[CH]C
ic3h7coch2	[CH2]C(=O)C(C)C
sc4h9o	CCC(C)[O]
ocho	[O]C=O
c4h6	C=CC=C
c4h8-2	CC=CC
och2o2h	[O]COO
c3h5o	C=CC[O]
c4h72-2	C[C]=CC
ic4h6oh	[CH2]C(=C)CO
ch3och3	COC
c3h6o1-3	C1COC1
c2h5coch2	[CH2]C(=O)CC
ch3coch2o	CC(=O)C[O]
pc4h9o	CCCC[O]
c4h10	CCCC
ic4h9o	CC(C)C[O]
hoch2oco	O=[C]OCO
c5h11o-2	CCCC(C)[O]
ic3h7o	CC(C)[O]
hocho	O=CO
och2ocho	[O]COC=O
ch3chocho	CC([O])C=O
dc6h12	C=CCC(C)C
ic3h6coc2h3	[CH2]C(C)C(=O)C=C
c4h6cho1-43	C=C[CH]CC=O
c5h10-2	CC=CCC
c7h132-6	C[CH]CCC=CC
c4h7co1-4	C=CCC[C]=O
c4h7o	C=CC(C)[O]
c7h14-2	CC=CCCCC
c4h7co1-1	CCC=C[C]=O
ch3och2	[CH2]OC
ic4h7	[CH2]C(=C)C
ic5h9	[CH2]C(=C)CC
c5h92-5	[CH2]CC=CC
hccoh	C#CO
nc5h12	CCCCC
ch2ch2coch3	[CH2]CC(C)=O
ch3co2	CC([O])=O
ch3co3	CC(=O)O[O]
hoch2o	[O]CO
ch2ch2cho	[CH2]CC=O
c5h11-1	[CH2]CCCC
c5h91-3	[CH2]C=CCC
pc2h4coc2h3	[CH2]CC(=O)C=C
c7h131-3	[CH2]C=CCCCC
c5h9o1-3	C=CC([O])CC
ic3h7cho	CC(C)C=O
ic4h10	CC(C)C
c3h6ooh2-1	[CH2]C(C)OO
ch3coch2	[CH2]C(C)=O
ic4h9	[CH2]C(C)C
c2h5coch3	CCC(C)=O
ch3co3h	CC(=O)OO
ic3h5cho	C=C(C)C=O
ic4h8	C=C(C)C
c6h12-3	CCC=CCC
c7h14-1	C=CCCCCC
ch3coch3	CC(C)=O
nc5h11co	CCCCC[C]=O
c7h132-7	[CH2]CCCC=CC
c7h132-5	CC=CC[CH]CC
c7h132-4	CC=C[CH]CCC
c4h7cho1-4	C=CCCC=O
tc3h6cho	C[C](C)C=O
pc4h9o2h	CCCCOO
sc4h9o2h	CCC(C)OO
ic3h7o2h	CC(C)OO
ic4h7oh	C=C(C)CO
c7h14-3	CCC=CCCC
c5h92-4	C[CH]C=CC
c2h5o2h	CCOO
c6h13-1	[CH2]CCCCC
tc4h9	C[C](C)C
c6h112o2-5	CC=CCC(C)O[O]
c5h11-3	CC[CH]CC
c8h16-1	C=CCCCCCC
c4h7cho1-1	CCC=CC=O
c6h101ooh3-5	C=CC(C[CH]C)OO
c6h102ooh6-5o2	CC=CCC(COO)O[O]
c6h113-1	[CH2]CC=CCC
c7h131-4	C=CC[CH]CCC
c7h131-6	C=CCCC[CH]C
c7h131-7	[CH2]CCCCC=C
o2cho	[O]OC=O
cc5h11	C[CH]C(C)C
c6h103ooh2-1o2	CCC=CC(CO[O])OO
c4coc2h4p	[CH2]CC(=O)CCCC
c6h102ooh5-6o2	CC=CCC(CO[O])OO
ho2cho	O=COO
c7h133-7	[CH2]CCC=CCC
c7h133-6	C[CH]CC=CCC
c7h133-1	[CH2]CC=CCCC
c7h133-5	CC[CH]C=CCC
ch3chco	CC=C=O
c6h102-4	CC=CC=CC
c6h101ooh5-6o2	C=CCCC(CO[O])OO
ch3och2o2	COCO[O]
c3h6ooh2-2	C[C](C)OO
tc3h6oh	C[C](C)O
o2c2h4oh	[O]OCCO
c6h12ooh2-3o2	CCCC(O[O])C(C)OO
nc5h11coc2h4p	[CH2]CC(=O)CCCCC
c6h101ooh6-5o2	C=CCCC(COO)O[O]
c3h6ooh2-1o2	CC(CO[O])OO
c3h6ooh1-2o2	CC(COO)O[O]
c6h112o2-1	CCCC=CCO[O]
c6h12ooh1-2o2	CCCCC(COO)O[O]
c6h12ooh3-2o2	CCCC(OO)C(C)O[O]
nc3h7coch2	[CH2]C(=O)CCC
nc4h9coch2	[CH2]C(=O)CCCC
sc2h4coc2h3	C=CC(=O)[CH]C
ch3coch2o2	CC(=O)CO[O]
c6h101ooh3-4o2	C=CC(OO)C(CC)O[O]
c2h5coc2h4p	[CH2]CC(=O)CC
c2h5coc2h3	C=CC(=O)CC
nc3h7coc2h4p	[CH2]CC(=O)CCC
tc3h6ohcho	CC(C)(O)C=O
tc3h6o2cho	CC(C)(C=O)O[O]
c6h112o2-4	CC=CC(CC)O[O]
c6h101ooh4-5o2	C=CCC(OO)C(C)O[O]
c6h101ooh5-4o2	C=CCC(O[O])C(C)OO
c6h12ooh2-1o2	CCCCC(CO[O])OO
c6h101ooh3-5o2	C=CC(CC(C)O[O])OO
c4h8ooh1-2o2	CCC(COO)O[O]
c4h8ooh2-1o2	CCC(CO[O])OO
c8h17o-3	CCCCCC([O])CC
c8h17o-2-2	CCCCCC(C)(C)[O]
c8h18-2	CCCCCC(C)C
c8h17o-4	CCCCC([O])CCC
hoch2o2	[O]OCO
nc6d3ket21	CCC=CC(=O)COO
nc3h7coc2h5	CCCC(=O)CC
hoch2o2h	OCOO
nc5h11coch2	[CH2]C(=O)CCCCC
c8h17o-2	CCCCCCC(C)[O]
nc4ket12	CCC(C=O)OO
c8h17o-3-3	CCCCC(C)([O])CC
c5h11o-3	CCC([O])CC
nc6ket23	CCCC(OO)C(C)=O
c5h11o-1	CCCCC[O]
ch2och2o2h	[CH2]OCOO
nc4ket21	CCC(=O)COO
nc6d1ket65	C=CCCC(C=O)OO
o2ch2och2o2h	[O]OCOCOO
c7h15o-2-2	CCCCC(C)(C)[O]
c7h15o-1-2	CCCCC(C)C[O]
c3h6ooh1-3	[CH2]CCOO
c3ket12	CC(C=O)OO
c8h17o-3-2	CCCCC([O])C(C)C
c3h6ooh1-3o2	[O]OCCCOO
c6h12ooh3-4	CC[CH]C(CC)OO
c3ket13	O=CCCOO
nc6ket21	CCCCC(=O)COO
c6h12ooh3-4o2	CCC(O[O])C(CC)OO
c6h102ooh6-4	CC=C[CH]CCOO
ic3h5o2hcho	[CH2]C(C)(C=O)OO
c6h102ooh6-4o2	CC=CC(CCOO)O[O]
c6h101ooh5-3	[CH2]C=CCC(C)OO
c7h15-2	C[CH]CCCCC
c3h6coc2h5-2	C[CH]CC(=O)CC
